product_code,bu_code,month_start,actuals,source_file,load_batch_id,load_dtm
CAT SCALES,D300,2026-01-01,37.0,all_products_actuals_and_bookings.xlsx,6DBAF31A-2921-4314-8C32-BF98CDE3D464,2026-02-27 16:15:39
